period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,city,state,state_code,property_type,property_type_id,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,parent_metro_region_metro_code,last_updated,period_begin_in_years,period_end_in_years,period_begin_in_months,period_end_in_months
2017-09-01,2017-09-30,30,national,11,1400,f,National,U.S.,US,Townhouse,13,244818.0,258632.0,154.0,159.0,48084.0,123920.0,2.57713520440974,35.0,0.9879381272605648,0.2533204014270529,,2024-11-12 14:08:32,2017,2017,Sep,Sep
2015-09-01,2015-09-30,30,national,11,1400,f,National,U.S.,US,Townhouse,13,217615.0,227772.0,138.0,143.0,43853.0,146629.0,3.3436319774016448,44.0,0.9820454591390106,0.2199422531902302,,2024-11-12 14:08:32,2015,2015,Sep,Sep
2019-11-01,2019-11-30,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,309550.0,337736.0,139.0,150.0,10716.0,35852.0,3.3456316479228945,39.0,0.9662348155062948,0.2436740452752488,,2024-11-12 14:08:32,2019,2019,Nov,Nov
2022-07-01,2022-07-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,435174.0,434303.0,222.0,221.0,407111.0,952379.0,2.3393564596715533,20.0,1.0115507699914708,0.4838417052559995,,2024-11-12 14:08:32,2022,2022,Jul,Jul
2019-03-01,2019-03-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,284404.0,316813.0,154.0,164.0,485995.0,1496571.0,3.079391891872428,50.0,0.980902926190043,0.2154066155661931,,2024-11-12 14:08:32,2019,2019,Mar,Mar
2024-03-01,2024-03-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,420394.0,442357.0,234.0,242.0,412551.0,1054860.0,2.5569201616807247,40.0,0.9923434455510248,0.2994493281691052,,2024-11-12 14:08:32,2024,2024,Mar,Mar
2017-03-01,2017-03-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,254756.0,295476.0,122.0,139.0,10700.0,38435.0,3.5921187744817886,50.0,0.9630050127336328,0.2462712481098198,,2024-11-12 14:08:32,2017,2017,Mar,Mar
2014-05-01,2014-05-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,215433.0,235496.0,99.0,107.0,9361.0,53682.0,5.734443797024617,57.0,0.9544382707781472,0.2249234623597601,,2024-11-12 14:08:32,2014,2014,May,May
2013-01-01,2013-01-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,179921.0,198415.0,100.0,109.0,309439.0,1681378.0,5.433625131305307,79.0,0.968045964189426,0.2105557305953881,,2024-11-12 14:08:32,2013,2013,Jan,Jan
2023-06-01,2023-06-30,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,425029.0,434016.0,232.0,233.0,516739.0,977150.0,1.890992191312812,29.0,1.0031148078134289,0.39585762046615,,2024-11-12 14:08:32,2023,2023,Jun,Jun
2015-02-01,2015-02-28,30,national,11,1400,f,National,U.S.,US,Townhouse,13,203060.0,223048.0,129.0,137.0,28105.0,129272.0,4.59954426451544,67.0,0.9753831581317,0.1859726331532881,,2024-11-12 14:08:32,2015,2015,Feb,Feb
2020-07-01,2020-07-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,266006.0,297289.0,226.0,257.0,70158.0,184164.0,2.624972875261109,39.0,0.9828568594421652,0.2118520676039648,,2024-11-12 14:08:32,2020,2020,Jul,Jul
2021-05-01,2021-05-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,376810.0,382355.0,204.0,205.0,629139.0,805343.0,1.280071271923248,16.0,1.0220423802279834,0.5373206269871807,,2024-11-12 14:08:32,2021,2021,May,May
2012-01-01,2012-01-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,134484.0,157863.0,118.0,134.0,33059.0,260091.0,7.867296573570915,103.0,0.9519168729871696,0.1520543934531747,,2024-11-12 14:08:32,2012,2012,Jan,Jan
2012-06-01,2012-06-30,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,164033.0,165039.0,138.0,141.0,55911.0,251125.0,4.491456193297731,76.0,0.9641801754293164,0.1792187309704106,,2024-11-12 14:08:32,2012,2012,Jun,Jun
2019-05-01,2019-05-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,298545.0,319269.0,159.0,165.0,641663.0,1664444.0,2.5939527219999654,37.0,0.986106642924717,0.2595194005079442,,2024-11-12 14:08:32,2019,2019,May,May
2012-09-01,2012-09-30,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,187531.0,196053.0,103.0,108.0,381630.0,1957598.0,5.129569292329308,72.0,0.9701303675027596,0.2070081650867607,,2024-11-12 14:08:32,2012,2012,Sep,Sep
2013-04-01,2013-04-30,30,national,11,1400,f,National,U.S.,US,Townhouse,13,184450.0,199346.0,118.0,128.0,37832.0,130542.0,3.4505281413318447,49.0,0.9833258901135824,0.2618672147540293,,2024-11-12 14:08:32,2013,2013,Apr,Apr
2017-02-01,2017-02-28,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,247681.0,277568.0,135.0,146.0,356245.0,1399018.0,3.927121710096646,60.0,0.9773698431557124,0.2093967048228166,,2024-11-12 14:08:32,2017,2017,Feb,Feb
2021-01-01,2021-01-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,295062.0,310886.0,180.0,192.0,43899.0,72796.0,1.6582455794300228,34.0,0.9948773184655793,0.3256801352332445,,2024-11-12 14:08:32,2021,2021,Jan,Jan
2021-01-01,2021-01-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,280440.0,305763.0,248.0,274.0,50156.0,141242.0,2.8160103609617035,46.0,0.9823303222297268,0.2073120739731202,,2024-11-12 14:08:32,2021,2021,Jan,Jan
2014-02-01,2014-02-28,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,201889.0,230852.0,112.0,124.0,300673.0,1698290.0,5.648281777229696,78.0,0.9704127187007916,0.1925602847135827,,2024-11-12 14:08:32,2014,2014,Feb,Feb
2013-07-01,2013-07-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,219926.0,221098.0,117.0,119.0,540080.0,1983290.0,3.6722137873695537,53.0,0.980195730554245,0.2471137985821531,,2024-11-12 14:08:32,2013,2013,Jul,Jul
2018-08-01,2018-08-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,285105.0,287426.0,154.0,157.0,614835.0,1630423.0,2.6518048121791105,36.0,0.9849242297586174,0.2545557393156116,,2024-11-12 14:08:32,2018,2018,Aug,Aug
2024-09-01,2024-09-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,446956.0,465841.0,231.0,240.0,316230.0,956904.0,3.025969388446754,40.0,0.9909973611753023,0.28959658761178,,2024-11-12 14:08:32,2024,2024,Sep,Sep
2013-03-01,2013-03-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,176088.0,195140.0,82.0,90.0,8979.0,48529.0,5.404633272496062,70.0,0.9504979675347328,0.2291668862379096,,2024-11-12 14:08:32,2013,2013,Mar,Mar
2013-11-01,2013-11-30,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,197523.0,197568.0,95.0,94.0,8640.0,54604.0,6.319867389516393,66.0,0.95360923216934,0.2240498448654903,,2024-11-12 14:08:32,2013,2013,Nov,Nov
2016-03-01,2016-03-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,242792.0,270792.0,110.0,127.0,9629.0,46099.0,4.787431900508693,60.0,0.9582557007467108,0.2285621234449301,,2024-11-12 14:08:32,2016,2016,Mar,Mar
2012-07-01,2012-07-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,174621.0,172390.0,113.0,112.0,34803.0,150030.0,4.3108100363030655,62.0,0.974244178350602,0.2104073900917825,,2024-11-12 14:08:32,2012,2012,Jul,Jul
2013-12-01,2013-12-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,204815.0,187393.0,94.0,87.0,9506.0,49596.0,5.2170915021357045,67.0,0.952403455845183,0.2110296038584094,,2024-11-12 14:08:32,2013,2013,Dec,Dec
2013-01-01,2013-01-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,185487.0,206308.0,97.0,106.0,240369.0,1315175.0,5.471474676466479,81.0,0.96805830800865,0.2094102382533616,,2024-11-12 14:08:32,2013,2013,Jan,Jan
2016-01-01,2016-01-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,235285.0,261936.0,121.0,130.0,261913.0,1254632.0,4.790258724800776,68.0,0.9721848735502018,0.1883558494073066,,2024-11-12 14:08:32,2016,2016,Jan,Jan
2013-05-01,2013-05-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,191346.0,210952.0,90.0,96.0,10273.0,52753.0,5.134929816307761,58.0,0.9660351371197012,0.2792228888847,,2024-11-12 14:08:32,2013,2013,May,May
2020-12-01,2020-12-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,334016.0,329594.0,180.0,184.0,630674.0,831589.0,1.3185709363669194,31.0,0.9938776188639596,0.3384509355694383,,2024-11-12 14:08:32,2020,2020,Dec,Dec
2018-12-01,2018-12-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,285717.0,278210.0,146.0,145.0,342210.0,1100916.0,3.2170719506573566,53.0,0.9773177802556918,0.1932799622027373,,2024-11-12 14:08:32,2018,2018,Dec,Dec
2019-09-01,2019-09-30,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,316192.0,339724.0,148.0,154.0,11182.0,40567.0,3.6277928159314254,35.0,0.9707062913305444,0.2714150372717786,,2024-11-12 14:08:32,2019,2019,Sep,Sep
2013-10-01,2013-10-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,201997.0,207285.0,93.0,98.0,9968.0,57063.0,5.724259128910004,64.0,0.9566504865534236,0.2335492611312195,,2024-11-12 14:08:32,2013,2013,Oct,Oct
2022-01-01,2022-01-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,332095.0,353073.0,210.0,219.0,43149.0,58456.0,1.3547475241156424,25.0,1.0053317196527265,0.4216482488617383,,2024-11-12 14:08:32,2022,2022,Jan,Jan
2015-02-01,2015-02-28,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,202758.0,239912.0,95.0,113.0,7148.0,49000.0,6.854166420566916,91.0,0.9504318703514036,0.2011422385035276,,2024-11-12 14:08:32,2015,2015,Feb,Feb
2024-08-01,2024-08-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,452674.0,449240.0,232.0,234.0,361975.0,955793.0,2.6404954472380773,36.0,0.9931142023123396,0.3081449162389228,,2024-11-12 14:08:32,2024,2024,Aug,Aug
2018-10-01,2018-10-31,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,299826.0,332209.0,138.0,154.0,11834.0,43759.0,3.6975181894255766,36.0,0.9644610549499704,0.2493308165352843,,2024-11-12 14:08:32,2018,2018,Oct,Oct
2020-09-01,2020-09-30,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,333310.0,340875.0,176.0,185.0,651499.0,1115285.0,1.7118737396071408,30.0,0.9946052718998956,0.3434676180470735,,2024-11-12 14:08:32,2020,2020,Sep,Sep
2020-11-01,2020-11-30,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,280693.0,286077.0,243.0,252.0,61066.0,171406.0,2.806887660253955,37.0,0.984801894590244,0.2269381695386495,,2024-11-12 14:08:32,2020,2020,Nov,Nov
2021-09-01,2021-09-30,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,308360.0,323599.0,276.0,293.0,71304.0,134461.0,1.8857459770534275,26.0,0.999463991015466,0.3613635094605425,,2024-11-12 14:08:32,2021,2021,Sep,Sep
2012-05-01,2012-05-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,173273.0,176897.0,112.0,113.0,36841.0,155781.0,4.2284722564013775,64.0,0.9734607031818788,0.2079645001038503,,2024-11-12 14:08:32,2012,2012,May,May
2014-07-01,2014-07-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,235573.0,239951.0,119.0,121.0,415579.0,1689336.0,4.065016365671951,46.0,0.9770329954726792,0.210331476159553,,2024-11-12 14:08:32,2014,2014,Jul,Jul
2014-09-01,2014-09-30,30,national,11,1400,f,National,U.S.,US,Townhouse,13,202716.0,215664.0,129.0,135.0,37495.0,150054.0,4.0019306105110735,47.0,0.976955828037997,0.1994666371406699,,2024-11-12 14:08:32,2014,2014,Sep,Sep
2022-02-01,2022-02-28,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,393556.0,466572.0,174.0,202.0,10187.0,25610.0,2.5138934710344896,39.0,0.9854508135814152,0.3573502583534534,,2024-11-12 14:08:32,2022,2022,Feb,Feb
2019-10-01,2019-10-31,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,302223.0,307179.0,155.0,157.0,422416.0,1249963.0,2.9590798751026868,44.0,0.9816819937511472,0.2252956048814883,,2024-11-12 14:08:32,2019,2019,Oct,Oct
2021-04-01,2021-04-30,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,392302.0,410131.0,173.0,179.0,13454.0,30527.0,2.268926766672455,26.0,0.9920506644386436,0.3901904774638124,,2024-11-12 14:08:32,2021,2021,Apr,Apr
2017-03-01,2017-03-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,258092.0,289358.0,139.0,149.0,527752.0,1514132.0,2.869019831533052,50.0,0.9813112846124274,0.2380167260582243,,2024-11-12 14:08:32,2017,2017,Mar,Mar
2012-05-01,2012-05-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,186169.0,201742.0,102.0,109.0,460979.0,2175627.0,4.719575609112422,72.0,0.968572499466173,0.2021450676235495,,2024-11-12 14:08:32,2012,2012,May,May
2017-04-01,2017-04-30,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,255548.0,291675.0,123.0,139.0,10051.0,39315.0,3.9112958716988073,39.0,0.968074715777976,0.2656838391769295,,2024-11-12 14:08:32,2017,2017,Apr,Apr
2014-12-01,2014-12-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,193131.0,184585.0,165.0,158.0,50828.0,190582.0,3.749520779517832,62.0,0.966939937402672,0.14238898041492,,2024-11-12 14:08:32,2014,2014,Dec,Dec
2024-04-01,2024-04-30,30,national,11,1400,f,National,U.S.,US,Townhouse,13,381430.0,391617.0,235.0,240.0,46796.0,102298.0,2.1860186629566063,31.0,1.0004428414935649,0.3509091945831071,,2024-11-12 14:08:32,2024,2024,Apr,Apr
2018-09-01,2018-09-30,30,national,11,1400,f,National,U.S.,US,All Residential,-1,279487.0,298608.0,153.0,162.0,489588.0,1696120.0,3.4643795794290906,39.0,0.9827664619466732,0.2354013593117523,,2024-11-12 14:08:32,2018,2018,Sep,Sep
2019-06-01,2019-06-30,30,national,11,1400,f,National,U.S.,US,Townhouse,13,268217.0,273589.0,163.0,167.0,57641.0,135560.0,2.3518116018112183,33.0,0.9902708998751087,0.2758521855299555,,2024-11-12 14:08:32,2019,2019,Jun,Jun
2014-02-01,2014-02-28,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,174720.0,200042.0,152.0,172.0,37833.0,204105.0,5.39479976653728,71.0,0.9694372740897564,0.1733528864200271,,2024-11-12 14:08:32,2014,2014,Feb,Feb
2014-04-01,2014-04-30,30,national,11,1400,f,National,U.S.,US,Townhouse,13,203355.0,215871.0,130.0,136.0,37670.0,130876.0,3.4742805741559994,45.0,0.9814025130409256,0.231929919068256,,2024-11-12 14:08:32,2014,2014,Apr,Apr
2013-10-01,2013-10-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,197527.0,193545.0,127.0,127.0,36898.0,137719.0,3.732387352230569,49.0,0.980530116591343,0.2279049601247037,,2024-11-12 14:08:32,2013,2013,Oct,Oct
2017-12-01,2017-12-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,244248.0,241732.0,207.0,207.0,54268.0,135695.0,2.5004579582231967,45.0,0.979313681494104,0.2005606208520542,,2024-11-12 14:08:32,2017,2017,Dec,Dec
2012-10-01,2012-10-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,157507.893684215,163547.558404869,133.091574140178,139.009167078565,48412.1451942831,215855.437283885,4.6822262052702,74.506918924046,0.968458079911944,0.2061095228903329,,2024-11-12 00:00:00,2012,2012,Oct,Oct
2015-12-01,2015-12-31,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,247348.78686942,262584.683622231,125.169551290021,130.569977980056,397007.75315137696,1400838.91622971,3.74307827436325,54.5825276405739,0.978908432736875,0.221710693037574,,2024-11-12 00:00:00,2015,2015,Dec,Dec
2019-09-01,2019-09-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,302084.0,313322.0,153.0,159.0,413445.0,1297111.0,3.137324124427169,43.0,0.9827609349168483,0.2318560713745373,,2024-11-12 14:08:32,2019,2019,Sep,Sep
2021-12-01,2021-12-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,394517.243595155,401027.106312,215.685198625493,220.895058446677,611468.41149995,821718.129403239,1.26545927631161,19.1227709618101,1.01074949305966,0.511737536441567,,2024-11-12 00:00:00,2021,2021,Dec,Dec
2012-12-01,2012-12-31,30,national,11,1400,t,National,U.S.,US,Townhouse,13,176357.405351319,179880.506292379,113.229363571228,116.409043873302,34203.388368245,133382.148215918,3.98054894492135,57.0160496833391,0.978496290685083,0.2380281905191579,,2024-11-12 00:00:00,2012,2012,Dec,Dec
2018-07-01,2018-07-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,255846.0,261699.0,159.0,163.0,55053.0,118020.0,2.143724791648373,27.0,0.9922289364513104,0.2977802359311235,,2024-11-12 14:08:32,2018,2018,Jul,Jul
2022-10-01,2022-10-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,354017.0,352749.0,220.0,218.0,43968.0,110673.0,2.5171279802946,33.0,0.9935490601007088,0.3016750049626754,,2024-11-12 14:08:32,2022,2022,Oct,Oct
2018-02-01,2018-02-28,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,276746.0,311463.0,140.0,152.0,285119.0,1035138.0,3.630537654060237,57.0,0.9808883021645312,0.2271981554913029,,2024-11-12 14:08:32,2018,2018,Feb,Feb
2021-12-01,2021-12-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,383546.0,370265.0,211.0,209.0,581259.0,626421.0,1.0776979650297025,25.0,1.0053990468032763,0.4308942221743394,,2024-11-12 14:08:32,2021,2021,Dec,Dec
2016-02-01,2016-02-29,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,232993.0,271015.0,120.0,133.0,278510.0,1279053.0,4.592476733287982,71.0,0.9734145485392232,0.1980240175226352,,2024-11-12 14:08:32,2016,2016,Feb,Feb
2015-01-01,2015-01-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,213214.0,234179.0,117.0,126.0,307690.0,1725228.0,5.607021290297125,76.0,0.9673532424521184,0.1670986080150374,,2024-11-12 14:08:32,2015,2015,Jan,Jan
2014-07-01,2014-07-31,30,national,11,1400,f,National,U.S.,US,Townhouse,13,212320.0,216550.0,133.0,137.0,42539.0,148148.0,3.482652774120389,39.0,0.980585949668456,0.2142724430612076,,2024-11-12 14:08:32,2014,2014,Jul,Jul
2021-09-01,2021-09-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,396379.0,401143.0,203.0,205.0,487062.0,709609.0,1.4569170907838394,18.0,1.0126942145859363,0.5014878412762112,,2024-11-12 14:08:32,2021,2021,Sep,Sep
2023-02-01,2023-02-28,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,318065.0,351172.0,285.0,306.0,36985.0,114880.0,3.1060965775275573,45.0,0.9808861407994334,0.2169631763607877,,2024-11-12 14:08:32,2023,2023,Feb,Feb
2020-11-01,2020-11-30,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,353065.3666946,359288.091028125,175.297294700896,180.972251150857,508407.99230615696,708137.937741528,1.40628218347792,25.930648746645492,1.00183840756997,0.411471437484073,,2024-11-12 00:00:00,2020,2020,Nov,Nov
2017-09-01,2017-09-30,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,237959.42784414697,253467.192372127,203.17140728731496,214.650390400455,60193.957050021,158069.880269025,2.61200254615632,39.5835214916936,0.9826766281086348,0.229285218541527,,2024-11-12 00:00:00,2017,2017,Sep,Sep
2023-09-01,2023-09-30,30,national,11,1400,t,National,U.S.,US,Townhouse,13,366476.786026716,371133.501245642,228.698045116792,229.288929117977,42456.8114333027,88145.6958817049,2.06181817854835,30.3583865467906,0.9999622533083607,0.356958725243578,,2024-11-12 00:00:00,2023,2023,Sep,Sep
2016-01-01,2016-01-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,208340.550440764,220210.397071015,177.910609597959,188.475178314201,59318.0842296207,192637.60335018896,3.24016755535388,49.510962217208096,0.976372388643523,0.186053902848721,,2024-11-12 00:00:00,2016,2016,Jan,Jan
2022-02-01,2022-02-28,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,402507.516931731,407135.642025468,222.779212004197,227.352534461693,539216.952553233,769392.443045135,1.31351926238034,19.8626674217164,1.01818583384064,0.5415000158501418,,2024-11-12 00:00:00,2022,2022,Feb,Feb
2019-03-01,2019-03-31,30,national,11,1400,t,National,U.S.,US,Townhouse,13,256206.10994094,269944.873909559,157.559774717404,164.689951417283,47934.849796017,124803.799808977,2.76705969478314,38.991935163950096,0.985403222995143,0.237218566393903,,2024-11-12 00:00:00,2019,2019,Mar,Mar
2024-09-01,2024-09-30,30,national,11,1400,t,National,U.S.,US,Townhouse,13,378039.538208028,384580.40612150496,232.796821892718,239.507838966439,42299.2252543898,110536.962708346,2.5618738161821306,37.6797468935113,0.994448164645256,0.287750847345807,,2024-11-12 00:00:00,2024,2024,Sep,Sep
2012-04-01,2012-04-30,30,national,11,1400,t,National,U.S.,US,All Residential,-1,177434.708397104,188997.244367051,97.8505926024171,104.546228675557,396142.325443922,2190538.70893003,5.60437784354313,83.3238068337087,0.960968454609457,0.180198012247498,,2024-11-12 00:00:00,2012,2012,Apr,Apr
2012-07-01,2012-07-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,154340.154682084,161383.119059396,132.597184470307,136.788780019144,45801.2053986682,235548.855079939,5.11911615146071,84.036135092567,0.961457483351083,0.169340771087027,,2024-11-12 00:00:00,2012,2012,Jul,Jul
2024-08-01,2024-08-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,353707.379422224,362139.367646635,307.495536465873,323.730443801882,44123.6094913961,167402.304777984,3.93291370987946,47.9568729244755,0.985090125679894,0.24224654976151,,2024-11-12 00:00:00,2024,2024,Aug,Aug
2023-10-01,2023-10-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,415319.511563555,425316.814490222,229.347253968697,235.528661847278,413143.555863008,1033323.51094741,2.62169882695685,34.5895082536836,0.99552190304069,0.3338645880221179,,2024-11-12 00:00:00,2023,2023,Oct,Oct
2018-09-01,2018-09-30,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,246454.80320985496,265852.660399349,210.895724573492,227.86110216530696,57124.9744242078,170519.753305133,3.0583734758002894,37.7116330918842,0.98143663580664,0.205946759077918,,2024-11-12 00:00:00,2018,2018,Sep,Sep
2013-04-01,2013-04-30,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,199179.635232912,211624.831085028,108.362967782736,116.068596077809,424951.163879416,1813011.2955781,4.33168415040595,64.075088617947,0.9743409751892828,0.2250864750552019,,2024-11-12 00:00:00,2013,2013,Apr,Apr
2022-10-01,2022-10-31,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,402888.186612102,413395.01218386897,222.424079826145,225.335513442946,450424.11179627,1104624.7918211,2.50077773323426,34.8826163250752,0.992152484133489,0.306519382881112,,2024-11-12 00:00:00,2022,2022,Oct,Oct
2022-06-01,2022-06-30,30,national,11,1400,t,National,U.S.,US,Single Units Only,-2,410524.400949745,413874.16738397296,230.38769779211296,227.810319364514,491517.721888405,981593.5055791828,2.06752065363526,23.3027452989556,1.01472018145875,0.4631067889721959,,2024-11-12 00:00:00,2022,2022,Jun,Jun
2023-12-01,2023-12-31,30,national,11,1400,t,National,U.S.,US,All Residential,-1,415467.139081271,427385.266060087,230.071479060404,236.68436257685,408837.342888996,1134566.62977237,2.86324117528161,36.9742858269699,0.991540824089944,0.3087088068960069,,2024-11-12 00:00:00,2023,2023,Dec,Dec
2013-01-01,2013-01-31,30,national,11,1400,t,National,U.S.,US,Single Family Residential,6,199421.423610749,210820.59774929,101.941496239342,107.713306739854,340253.656165358,1459688.35957376,4.397975925811181,68.4648055488219,0.974587766599331,0.238765005405173,,2024-11-12 00:00:00,2013,2013,Jan,Jan
2023-12-01,2023-12-31,30,national,11,1400,t,National,U.S.,US,Condo/Co-op,3,344525.577981294,360434.417226278,303.285704962596,326.459729352271,44619.1812280471,146219.327106966,3.2621888714861,37.7041015549846,0.988094347323007,0.277611316814151,,2024-11-12 00:00:00,2023,2023,Dec,Dec
2021-08-01,2021-08-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,381221.0,374528.0,208.0,207.0,656139.0,931601.0,1.4198229333806704,16.0,1.0167614731158272,0.5223323009321936,,2024-11-12 14:08:32,2021,2021,Aug,Aug
2020-10-01,2020-10-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,335484.0,340911.0,178.0,186.0,675564.0,1116341.0,1.652457770189775,29.0,0.9951940645392612,0.3512148445234379,,2024-11-12 14:08:32,2020,2020,Oct,Oct
2022-03-01,2022-03-31,30,national,11,1400,f,National,U.S.,US,All Residential,-1,414461.0,427820.0,231.0,234.0,552760.0,706730.0,1.2785481551774738,21.0,1.02411280907934,0.5399778812794355,,2024-11-12 14:08:32,2022,2022,Mar,Mar
2017-04-01,2017-04-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,270784.0,299813.0,136.0,144.0,393509.0,1249222.0,3.174571293761586,42.0,0.9852585836641258,0.2686917447457464,,2024-11-12 14:08:32,2017,2017,Apr,Apr
2021-05-01,2021-05-31,30,national,11,1400,f,National,U.S.,US,Condo/Co-op,3,303819.0,315753.0,268.0,277.0,79353.0,128272.0,1.6164713808619793,25.0,1.0038127854892025,0.392390744433627,,2024-11-12 14:08:32,2021,2021,May,May
2022-06-01,2022-06-30,30,national,11,1400,f,National,U.S.,US,All Residential,-1,428686.0,430037.0,234.0,230.0,618113.0,1125159.0,1.8203128064184384,18.0,1.0226167157743746,0.551637535716327,,2024-11-12 14:08:32,2022,2022,Jun,Jun
2019-02-01,2019-02-28,30,national,11,1400,f,National,U.S.,US,Multi-Family (2-4 Unit),4,284979.0,332026.0,138.0,153.0,8210.0,36215.0,4.410919553856988,49.0,0.9599718442322048,0.2115632450665444,,2024-11-12 14:08:32,2019,2019,Feb,Feb
2014-09-01,2014-09-30,30,national,11,1400,f,National,U.S.,US,Single Family Residential,6,225803.0,238815.0,116.0,121.0,363249.0,1660916.0,4.572383528645922,58.0,0.97287979090168,0.1868600589992319,,2024-11-12 14:08:32,2014,2014,Sep,Sep
2014-12-01,2014-12-31,30,national,11,1400,f,National,U.S.,US,Single Units Only,-2,223149.0,211848.0,120.0,117.0,432034.0,1676482.0,3.8804328644603774,68.0,0.9699079862831612,0.1698064993318351,,2024-11-12 14:08:32,2014,2014,Dec,Dec
